,amount_transactions,number_transactions,breakdown
2540,169990.0,1.0,Thousands
2541,1500.0,3.0,Thousands
2542,8350.0,5.0,Thousands
2543,3900.0,1.0,Thousands
2544,3500.0,5.0,Thousands
2545,1520.0,2.0,Thousands
2546,200000.0,1.0,Thousands
2547,200000.0,1.0,Thousands
2548,300000.0,1.0,Thousands
2549,565590.61,1.0,Thousands
2550,466000.0,1.0,Thousands
2551,452000.0,1.0,Thousands
2552,301506.88,1.0,Thousands
2553,375638.0,1.0,Thousands
2554,520000.0,3.0,Thousands
2555,164300.0,4.0,Thousands
2556,225000.0,1.0,Thousands
2557,47000.0,11.0,Thousands
2558,97860.2,12.0,Thousands
2559,17280.0,1.0,Thousands
2560,169579.56,11.0,Thousands
2561,5522.94,1.0,Thousands
2562,150000.0,2.0,Thousands
2563,450000.0,2.0,Thousands
2564,250000.0,1.0,Thousands
2565,2281.79,1.0,Thousands
2566,13980.0,1.0,Thousands
2567,76000.0,3.0,Thousands
2568,356808.04,3.0,Thousands
2569,582200.0,10.0,Thousands
2570,412206.83,3.0,Thousands
2571,590320.33,3.0,Thousands
2572,661077.47,5.0,Thousands
2573,120133.2,1.0,Thousands
2574,310500.0,1.0,Thousands
2575,407000.0,1.0,Thousands
2576,248000.0,1.0,Thousands
2577,275000.0,1.0,Thousands
2578,274000.0,1.0,Thousands
2579,245000.0,1.0,Thousands
2580,251000.0,1.0,Thousands
2581,2000.0,1.0,Thousands
2582,1980.0,2.0,Thousands
2583,4500.0,1.0,Thousands
2584,14900.0,1.0,Thousands
2585,29859.0,1.0,Thousands
2586,100000.0,1.0,Thousands
2587,100000.0,1.0,Thousands
2588,150000.0,1.0,Thousands
2589,377238.27,5.0,Thousands
2590,60000.0,1.0,Thousands
2591,10000.0,1.0,Thousands
2592,61192.0,1.0,Thousands
2593,3224.22,1.0,Thousands
2594,168974.55,1.0,Thousands
2595,100000.0,1.0,Thousands
2596,379885.0,4.0,Thousands
2597,408202.0,4.0,Thousands
2598,442210.46,7.0,Thousands
2599,452317.4,3.0,Thousands
2600,497850.0,10.0,Thousands
2601,45671.0,1.0,Thousands
2602,999000.0,1.0,Thousands
2603,45671.0,1.0,Thousands
2604,139935.0,1.0,Thousands
2605,142940.0,2.0,Thousands
2606,200000.0,1.0,Thousands
2607,214975.0,1.0,Thousands
2608,237828.0,3.0,Thousands
2609,242389.0,2.0,Thousands
2610,349950.0,2.0,Thousands
2611,499048.76,3.0,Thousands
2612,500000.0,1.0,Thousands
2613,766670.0,12.0,Thousands
2614,3750.0,1.0,Thousands
2615,7225.7,2.0,Thousands
2616,5865.98,2.0,Thousands
2617,328699.0,14.0,Thousands
2618,24287.5,1.0,Thousands
2619,26774.64,1.0,Thousands
2620,200000.0,1.0,Thousands
2621,15000.0,1.0,Thousands
2622,10000.0,1.0,Thousands
2623,350000.0,1.0,Thousands
2624,350000.0,1.0,Thousands
2625,15000.0,1.0,Thousands
2626,10000.0,1.0,Thousands
2627,200000.0,1.0,Thousands
2628,200000.0,1.0,Thousands
2629,15000.0,1.0,Thousands
2630,200000.0,1.0,Thousands
2631,500000.0,1.0,Thousands
2632,500000.0,1.0,Thousands
2633,500000.0,1.0,Thousands
2634,500000.0,1.0,Thousands
2635,202472.0,1.0,Thousands
2636,167195.46,1.0,Thousands
2637,394327.5,1.0,Thousands
2638,345561.5,1.0,Thousands
2639,330035.0,1.0,Thousands
2640,320035.0,1.0,Thousands
2641,229676.4,1.0,Thousands
2642,761120.95,1.0,Thousands
2643,572023.03,1.0,Thousands
2644,94474.33,1.0,Thousands
2645,500000.0,1.0,Thousands
2646,71030.0,1.0,Thousands
2647,250000.0,1.0,Thousands
2648,200000.0,1.0,Thousands
2649,200000.0,1.0,Thousands
2650,100000.0,1.0,Thousands
2651,187000.0,1.0,Thousands
2652,330000.0,1.0,Thousands
2653,171000.0,1.0,Thousands
2654,496000.0,1.0,Thousands
2655,307000.0,1.0,Thousands
2656,310000.0,1.0,Thousands
2657,502000.0,1.0,Thousands
2658,631000.0,1.0,Thousands
2659,773000.0,1.0,Thousands
2660,600000.0,1.0,Thousands
2661,515000.0,1.0,Thousands
2662,449975.0,1.0,Thousands
2663,311000.0,1.0,Thousands
2664,532000.0,1.0,Thousands
2665,574000.0,1.0,Thousands
2666,401000.0,1.0,Thousands
2667,904500.0,1.0,Thousands
2668,995000.0,1.0,Thousands
2669,267500.0,1.0,Thousands
2670,320019.0,1.0,Thousands
2671,255000.0,1.0,Thousands
2672,257500.0,1.0,Thousands
2673,249498.0,1.0,Thousands
2674,233120.0,1.0,Thousands
2675,829000.0,2.0,Thousands
2676,500000.0,1.0,Thousands
2677,1291.91,1.0,Thousands
2678,1565.38,1.0,Thousands
2679,1630.04,1.0,Thousands
2680,1725.06,1.0,Thousands
2681,2250.58,1.0,Thousands
2682,2532.91,1.0,Thousands
2683,2585.27,1.0,Thousands
2684,2950.0,1.0,Thousands
2685,3290.0,1.0,Thousands
2686,3661.96,1.0,Thousands
2687,3865.77,1.0,Thousands
2688,4367.55,1.0,Thousands
2689,7013.79,1.0,Thousands
2690,11208.06,1.0,Thousands
2691,80138.0,1.0,Thousands
2692,80488.0,1.0,Thousands
2693,101688.0,1.0,Thousands
2694,115788.0,1.0,Thousands
2695,96960.0,1.0,Thousands
2696,126510.0,1.0,Thousands
2697,175280.0,1.0,Thousands
2698,230090.0,1.0,Thousands
2699,1017.0,1.0,Thousands
2700,1031.0,1.0,Thousands
2701,1260.0,1.0,Thousands
2702,1480.0,1.0,Thousands
2703,2003.0,1.0,Thousands
2704,2066.0,1.0,Thousands
2705,2595.0,1.0,Thousands
2706,2773.0,1.0,Thousands
2707,20000.0,1.0,Thousands
2708,100000.0,1.0,Thousands
2709,180000.0,1.0,Thousands
2710,190000.0,1.0,Thousands
2711,603734.31,1.0,Thousands
2712,634361.88,1.0,Thousands
2713,632431.4,1.0,Thousands
2714,607629.97,1.0,Thousands
2715,92200.0,1.0,Thousands
2716,148000.0,1.0,Thousands
2717,150300.0,1.0,Thousands
2718,4950.97,1.0,Thousands
2719,5049.03,1.0,Thousands
2720,10000.0,1.0,Thousands
2721,10000.0,1.0,Thousands
2722,9621.66,1.0,Thousands
2723,10000.0,1.0,Thousands
2724,45000.0,1.0,Thousands
2725,510000.0,1.0,Thousands
2726,11343.14,1.0,Thousands
2727,8450.0,2.0,Thousands
2728,410000.0,8.0,Thousands
2729,419069.0,1.0,Thousands
2730,39975.0,1.0,Thousands
2731,360000.0,3.0,Thousands
2732,289990.6,3.0,Thousands
2733,12030.0,10.0,Thousands
2734,4000.0,1.0,Thousands
2735,2400.0,1.0,Thousands
2736,5000.0,1.0,Thousands
2737,25000.0,1.0,Thousands
2738,826949.0,4.0,Thousands
2739,201859.8,48.0,Thousands
2740,6200.0,1.0,Thousands
2741,93701.79,24.0,Thousands
2742,203112.1,52.0,Thousands
2743,100000.0,1.0,Thousands
2744,150000.0,2.0,Thousands
2745,40000.0,2.0,Thousands
2746,280000.0,7.0,Thousands
2747,19322.59,1.0,Thousands
2748,150090.0,1.0,Thousands
2749,14502.2,2.0,Thousands
2750,30000.0,1.0,Thousands
2751,20000.0,1.0,Thousands
2752,30000.0,1.0,Thousands
2753,150365.71,1.0,Thousands
2754,192918.0,2.0,Thousands
2755,463947.73,1.0,Thousands
2756,52413.82,14.0,Thousands
2757,62629.47,1.0,Thousands
2758,109232.39,1.0,Thousands
2759,86241.6,1.0,Thousands
2760,142484.23,1.0,Thousands
2761,107839.59,1.0,Thousands
2762,80986.87,1.0,Thousands
2763,115100.0,1.0,Thousands
2764,105116.11,1.0,Thousands
2765,67863.57,1.0,Thousands
2766,39026.56,1.0,Thousands
2767,25500.0,1.0,Thousands
2768,17000.0,1.0,Thousands
2769,11500.0,1.0,Thousands
2770,291000.0,1.0,Thousands
2771,50000.0,1.0,Thousands
2772,68000.0,1.0,Thousands
2773,58500.0,1.0,Thousands
2774,80000.0,1.0,Thousands
2775,574000.0,1.0,Thousands
2776,181500.0,1.0,Thousands
2777,175000.0,1.0,Thousands
2778,110000.0,1.0,Thousands
2779,123400.0,1.0,Thousands
2780,719950.0,1.0,Thousands
2781,261300.0,1.0,Thousands
2782,240440.0,1.0,Thousands
2783,200000.0,1.0,Thousands
2784,62416.0,1.0,Thousands
2785,210000.0,1.0,Thousands
2786,511182.0,1.0,Thousands
2787,185404.93,1.0,Thousands
2788,608900.0,1.0,Thousands
2789,4328.82,1.0,Thousands
2790,900000.0,1.0,Thousands
2791,108078.92,1.0,Thousands
2792,391040.09,1.0,Thousands
2793,455040.0,2.0,Thousands
2794,8306.6,1.0,Thousands
2795,75807.71,3.0,Thousands
2796,98148.19,2.0,Thousands
2797,75403.79,3.0,Thousands
2798,56188.93,1.0,Thousands
2799,379737.6,1.0,Thousands
2800,404450.0,14.0,Thousands
2801,463076.14,1.0,Thousands
2802,500000.0,1.0,Thousands
2803,600000.0,1.0,Thousands
2804,907500.0,3.0,Thousands
2805,3120.0,6.0,Thousands
2806,3150.0,2.0,Thousands
2807,2037.0,4.0,Thousands
2808,1868.0,1.0,Thousands
2809,3468.0,1.0,Thousands
2810,6779.86,3.0,Thousands
2811,11787.2,13.0,Thousands
2812,76000.0,8.0,Thousands
2813,60690.0,9.0,Thousands
2814,66708.93,8.0,Thousands
2815,101365.8,7.0,Thousands
2816,108955.0,2.0,Thousands
2817,153097.28,6.0,Thousands
2818,172726.49,4.0,Thousands
2819,18892.22,1.0,Thousands
2820,134030.0,3.0,Thousands
2821,155000.0,3.0,Thousands
2822,100000.0,1.0,Thousands
2823,191757.0,1.0,Thousands
2824,214672.0,1.0,Thousands
2825,21428.0,1.0,Thousands
2826,113137.0,1.0,Thousands
2827,15362.0,1.0,Thousands
2828,37472.0,1.0,Thousands
2829,190072.0,1.0,Thousands
2830,15000.0,4.0,Thousands
2831,20000.0,5.0,Thousands
2832,10000.0,4.0,Thousands
2833,13000.0,4.0,Thousands
2834,7000.0,2.0,Thousands
2835,5500.0,2.0,Thousands
2836,2500.0,1.0,Thousands
2837,2000.0,1.0,Thousands
2838,10000.0,2.0,Thousands
2839,5120.0,9.0,Thousands
2840,1105.0,5.0,Thousands
2841,1600.0,3.0,Thousands
2842,5500.0,2.0,Thousands
2843,1095.0,3.0,Thousands
2844,3000.0,2.0,Thousands
2845,4000.0,1.0,Thousands
2846,5000.0,1.0,Thousands
2847,4000.0,2.0,Thousands
2848,65000.0,13.0,Thousands
2849,12996.0,1.0,Thousands
2850,4780.0,1.0,Thousands
2851,6000.0,2.0,Thousands
2852,2160.0,4.0,Thousands
2853,21920.0,3.0,Thousands
2854,30601.84,3.0,Thousands
2855,62500.0,,Thousands
2856,15000.0,1.0,Thousands
2857,350000.0,1.0,Thousands
2858,390000.0,1.0,Thousands
2859,560585.29,1.0,Thousands
2860,200000.0,1.0,Thousands
2861,250000.0,1.0,Thousands
2862,25000.0,1.0,Thousands
2863,249985.0,1.0,Thousands
2864,400300.0,1.0,Thousands
2865,905880.0,5.0,Thousands
2866,100000.0,1.0,Thousands
2867,101041.0,4.0,Thousands
2868,109946.0,2.0,Thousands
2869,162940.0,2.0,Thousands
2870,49999.0,1.0,Thousands
2871,49999.0,1.0,Thousands
2872,49999.0,1.0,Thousands
2873,49999.0,1.0,Thousands
2874,164840.0,1.0,Thousands
2875,177044.0,1.0,Thousands
2876,200000.0,1.0,Thousands
2877,211695.24,2.0,Thousands
2878,227402.0,1.0,Thousands
2879,239985.0,1.0,Thousands
2880,248500.0,1.0,Thousands
2881,286910.0,2.0,Thousands
2882,444287.0,3.0,Thousands
2883,919300.0,4.0,Thousands
2884,45410.0,6.0,Thousands
2885,49895.0,1.0,Thousands
2886,52376.5,2.0,Thousands
2887,68691.48,6.0,Thousands
2888,87780.0,10.0,Thousands
2889,24800.0,2.0,Thousands
2890,37191.15,9.0,Thousands
2891,65030.0,1.0,Thousands
2892,100000.0,1.0,Thousands
2893,100347.0,1.0,Thousands
2894,120025.0,1.0,Thousands
2895,644700.0,2.0,Thousands
2896,500001.0,1.0,Thousands
2897,200000.0,1.0,Thousands
2898,55000.0,1.0,Thousands
2899,550000.0,1.0,Thousands
2900,50000.0,1.0,Thousands
2901,100000.0,1.0,Thousands
2902,200000.0,1.0,Thousands
2903,200000.0,1.0,Thousands
2904,191000.0,1.0,Thousands
2905,901140.0,1.0,Thousands
2906,59690.0,1.0,Thousands
2907,135820.0,1.0,Thousands
2908,263860.0,1.0,Thousands
2909,565490.0,1.0,Thousands
2910,193020.0,1.0,Thousands
2911,356290.0,1.0,Thousands
2912,259300.0,1.0,Thousands
2913,410690.0,1.0,Thousands
2914,352110.0,1.0,Thousands
2915,380100.0,1.0,Thousands
2916,245630.0,1.0,Thousands
2917,130000.0,1.0,Thousands
2918,129210.0,1.0,Thousands
2919,528410.0,1.0,Thousands
2920,909620.0,1.0,Thousands
2921,134890.0,1.0,Thousands
2922,628460.0,1.0,Thousands
2923,200000.0,1.0,Thousands
2924,28535.0,1.0,Thousands
2925,30050.0,2.0,Thousands
2926,43245.0,7.0,Thousands
2927,55010.07,4.0,Thousands
2928,70000.0,1.0,Thousands
2929,100000.0,1.0,Thousands
2930,116228.95,3.0,Thousands
2931,207000.0,2.0,Thousands
2932,499975.0,1.0,Thousands
2933,196499.45,2.0,Thousands
2934,203400.0,4.0,Thousands
2935,300000.0,1.0,Thousands
2936,336133.45,3.0,Thousands
2937,2236.16,1.0,Thousands
2938,2500.0,1.0,Thousands
2939,3000.0,1.0,Thousands
2940,5500.0,1.0,Thousands
2941,6010.0,1.0,Thousands
2942,7000.0,2.0,Thousands
2943,8985.0,1.0,Thousands
2944,10000.0,1.0,Thousands
2945,20260.0,2.0,Thousands
2946,8115.0,3.0,Thousands
2947,129541.37,1.0,Thousands
2948,200000.0,1.0,Thousands
2949,310435.89,1.0,Thousands
2950,100000.97,1.0,Thousands
2951,227941.91,2.0,Thousands
2952,350000.0,3.0,Thousands
2953,175000.0,2.0,Thousands
2954,53485.2,1.0,Thousands
2955,100000.0,,Thousands
2956,277804.24,4.0,Thousands
2957,989473.91,5.0,Thousands
2958,759681.0,27.0,Thousands
2959,71352.33,1.0,Thousands
2960,6243.99,1.0,Thousands
2961,400000.0,1.0,Thousands
2962,775000.0,3.0,Thousands
2963,53750.0,1.0,Thousands
2964,63464.0,1.0,Thousands
2965,102385.5,2.0,Thousands
2966,70748.0,9.0,Thousands
2967,99950.0,2.0,Thousands
2968,200000.0,2.0,Thousands
2969,300000.0,1.0,Thousands
2970,40000.0,1.0,Thousands
2971,100000.0,1.0,Thousands
2972,120000.0,1.0,Thousands
2973,237087.0,1.0,Thousands
2974,175000.0,2.0,Thousands
2975,13325.0,1.0,Thousands
2976,450000.0,2.0,Thousands
2977,650000.0,1.0,Thousands
2978,300000.0,1.0,Thousands
2979,250000.0,1.0,Thousands
2980,532600.0,1.0,Thousands
2981,719000.0,1.0,Thousands
2982,781000.0,1.0,Thousands
2983,246540.0,1.0,Thousands
2984,80345.03,1.0,Thousands
2985,34634.0,1.0,Thousands
2986,34500.0,1.0,Thousands
2987,65093.71,1.0,Thousands
2988,27000.0,1.0,Thousands
2989,35475.0,1.0,Thousands
2990,35625.0,1.0,Thousands
2991,14335.5,1.0,Thousands
2992,200000.0,1.0,Thousands
2993,93700.0,1.0,Thousands
2994,39830.0,1.0,Thousands
2995,83300.0,1.0,Thousands
2996,49200.0,1.0,Thousands
2997,32850.0,1.0,Thousands
2998,131350.0,1.0,Thousands
2999,32835.0,1.0,Thousands
3000,21335.0,1.0,Thousands
3001,32485.0,1.0,Thousands
3002,19435.0,1.0,Thousands
3003,20485.0,1.0,Thousands
3004,13845.75,1.0,Thousands
3005,98034.6,1.0,Thousands
3006,234238.76,19.0,Thousands
3007,254731.73,5.0,Thousands
3008,153936.98,3.0,Thousands
3009,109980.34,4.0,Thousands
3010,142877.02,19.0,Thousands
3011,136264.26,19.0,Thousands
3012,118117.2,11.0,Thousands
3013,499990.12,2.0,Thousands
3014,14949.63,2.0,Thousands
3015,8047.26,1.0,Thousands
3016,10625.16,1.0,Thousands
3017,12913.42,2.0,Thousands
3018,30655.16,2.0,Thousands
3019,105371.41,1.0,Thousands
3020,420000.0,1.0,Thousands
3021,236735.0,12.0,Thousands
3022,270150.0,9.0,Thousands
3023,299939.0,1.0,Thousands
3024,330000.0,10.0,Thousands
3025,394000.0,8.0,Thousands
3026,399650.0,8.0,Thousands
3027,104185.0,3.0,Thousands
3028,118602.12,2.0,Thousands
3029,119936.0,2.0,Thousands
3030,165776.52,2.0,Thousands
3031,200041.6,1.0,Thousands
3032,59951.0,1.0,Thousands
3033,60351.0,1.0,Thousands
3034,74980.0,2.0,Thousands
3035,99480.0,2.0,Thousands
3036,99882.0,2.0,Thousands
3037,99976.0,1.0,Thousands
3038,99980.0,2.0,Thousands
3039,141193.0,1.0,Thousands
3040,199860.0,4.0,Thousands
3041,414832.0,7.0,Thousands
3042,264631.0,5.0,Thousands
3043,350000.0,3.0,Thousands
3044,429792.0,4.0,Thousands
3045,545000.0,7.0,Thousands
3046,914512.0,12.0,Thousands
3047,44146.78,4.0,Thousands
3048,44963.49,3.0,Thousands
3049,45087.78,3.0,Thousands
3050,29159.89,3.0,Thousands
3051,24197.69,2.0,Thousands
3052,61608.88,2.0,Thousands
3053,84233.91,3.0,Thousands
3054,91963.51,3.0,Thousands
3055,100000.0,1.0,Thousands
3056,11987.95,1.0,Thousands
3057,258841.41,6.0,Thousands
3058,290000.0,4.0,Thousands
3059,310000.0,2.0,Thousands
3060,414417.54,10.0,Thousands
3061,426170.0,1.0,Thousands
3062,504494.3,8.0,Thousands
3063,800000.0,1.0,Thousands
3064,375000.0,5.0,Thousands
3065,943480.0,2.0,Thousands
3066,831046.62,1.0,Thousands
3067,873205.81,1.0,Thousands
3068,870548.48,1.0,Thousands
3069,836409.05,1.0,Thousands
3070,35000.0,1.0,Thousands
3071,2397.0,1.0,Thousands
3072,5445.82,1.0,Thousands
3073,3016.0,1.0,Thousands
3074,99500.0,1.0,Thousands
3075,9880.0,1.0,Thousands
3076,630000.0,1.0,Thousands
3077,113342.52,1.0,Thousands
3078,90000.0,1.0,Thousands
3079,104000.0,1.0,Thousands
3080,30000.0,1.0,Thousands
3081,100000.0,2.0,Thousands
3082,150000.0,3.0,Thousands
3083,50000.0,1.0,Thousands
3084,150000.0,5.0,Thousands
3085,160000.0,6.0,Thousands
3086,100000.0,1.0,Thousands
3087,300000.0,1.0,Thousands
3088,600000.0,1.0,Thousands
3089,200000.0,1.0,Thousands
3090,900000.0,1.0,Thousands
3091,277307.29,1.0,Thousands
3092,945000.0,1.0,Thousands
3093,8524.08,1.0,Thousands
3094,2975.0,1.0,Thousands
3095,293248.05,1.0,Thousands
3096,750000.0,1.0,Thousands
3097,500950.0,1.0,Thousands
3098,500000.0,1.0,Thousands
3099,7769.89,1.0,Thousands
3100,501900.0,1.0,Thousands
3101,498100.0,1.0,Thousands
3102,366000.0,1.0,Thousands
3103,100000.0,1.0,Thousands
3104,266000.0,1.0,Thousands
3105,266000.0,1.0,Thousands
3106,282000.0,1.0,Thousands
3107,298000.0,1.0,Thousands
3108,268916.56,1.0,Thousands
3109,270000.0,1.0,Thousands
3110,505000.0,1.0,Thousands
3111,90305.95,1.0,Thousands
3112,41150.0,1.0,Thousands
3113,249000.0,1.0,Thousands
3114,2486.23,1.0,Thousands
3115,19964.06,1.0,Thousands
3116,78822.1,1.0,Thousands
3117,20224.52,1.0,Thousands
3118,76790.59,1.0,Thousands
3119,50000.0,1.0,Thousands
3120,3465.0,1.0,Thousands
3121,1277.3,1.0,Thousands
3122,1312.6,1.0,Thousands
3123,107000.0,1.0,Thousands
3124,744000.0,1.0,Thousands
3125,696000.0,1.0,Thousands
3126,683550.0,1.0,Thousands
3127,699955.0,1.0,Thousands
3128,49964.2,1.0,Thousands
3129,49964.2,1.0,Thousands
3130,49964.2,1.0,Thousands
3131,129964.2,1.0,Thousands
3132,99964.2,1.0,Thousands
3133,199964.2,1.0,Thousands
3134,150000.0,1.0,Thousands
3135,399964.2,1.0,Thousands
3136,42965.0,1.0,Thousands
3137,85955.0,1.0,Thousands
3138,83705.0,1.0,Thousands
3139,85955.0,1.0,Thousands
3140,85955.0,1.0,Thousands
3141,40549.0,1.0,Thousands
3142,166282.5,1.0,Thousands
3143,81455.0,1.0,Thousands
3144,81455.0,1.0,Thousands
3145,81455.0,1.0,Thousands
3146,39340.0,1.0,Thousands
3147,25417.87,1.0,Thousands
3148,134469.88,1.0,Thousands
3149,42039.88,1.0,Thousands
3150,147137.08,1.0,Thousands
3151,112556.04,1.0,Thousands
3152,11378.61,1.0,Thousands
3153,17710.36,1.0,Thousands
3154,7622.86,1.0,Thousands
3155,57345.78,1.0,Thousands
3156,6543.2,1.0,Thousands
3157,10871.11,1.0,Thousands
3158,15617.38,1.0,Thousands
3159,15220.77,1.0,Thousands
3160,88848.75,1.0,Thousands
3161,89224.75,1.0,Thousands
3162,92270.75,1.0,Thousands
3163,203747.75,1.0,Thousands
3164,258461.84,1.0,Thousands
3165,120086.72,1.0,Thousands
3166,252971.08,1.0,Thousands
3167,51513.28,1.0,Thousands
3168,29840.72,1.0,Thousands
3169,127308.45,1.0,Thousands
3170,56942.48,1.0,Thousands
3171,140889.95,1.0,Thousands
3172,70277.5,1.0,Thousands
3173,62086.5,1.0,Thousands
3174,10821.42,1.0,Thousands
3175,92824.15,1.0,Thousands
3176,13698.0,1.0,Thousands
3177,58815.9,1.0,Thousands
3178,95437.8,1.0,Thousands
3179,61764.3,1.0,Thousands
3180,59472.9,1.0,Thousands
3181,62190.9,1.0,Thousands
3182,213808.32,1.0,Thousands
3183,114410.85,1.0,Thousands
3184,99585.15,1.0,Thousands
3185,52654.1,1.0,Thousands
3186,159780.42,1.0,Thousands
3187,124467.03,1.0,Thousands
3188,44135.4,1.0,Thousands
3189,170371.45,1.0,Thousands
3190,222086.98,1.0,Thousands
3191,121606.19,1.0,Thousands
3192,65471.15,1.0,Thousands
3193,42238.59,1.0,Thousands
3194,122971.71,1.0,Thousands
3195,93709.23,1.0,Thousands
3196,148847.44,1.0,Thousands
3197,152518.78,1.0,Thousands
3198,87674.22,1.0,Thousands
3199,58742.0,1.0,Thousands
3200,95165.95,1.0,Thousands
3201,115000.0,1.0,Thousands
3202,70000.0,1.0,Thousands
3203,96857.32,1.0,Thousands
3204,42471.27,1.0,Thousands
3205,151170.36,1.0,Thousands
3206,56045.01,1.0,Thousands
3207,62328.64,1.0,Thousands
3208,134714.2,1.0,Thousands
3209,577464.2,1.0,Thousands
3210,7140.0,1.0,Thousands
3211,680000.0,1.0,Thousands
3212,620000.0,1.0,Thousands
3213,1075.0,1.0,Thousands
3214,648750.0,1.0,Thousands
3215,8140.0,1.0,Thousands
3216,999982.8,1.0,Thousands
3217,251282.4,1.0,Thousands
3218,22707.69,1.0,Thousands
3219,41062.14,1.0,Thousands
3220,121185.0,2.0,Thousands
3221,149949.18,1.0,Thousands
3222,230000.0,2.0,Thousands
3223,218800.0,3.0,Thousands
3224,142497.0,7.0,Thousands
3225,54997.31,2.0,Thousands
3226,645160.0,18.0,Thousands
3227,28251.45,3.0,Thousands
3228,199881.23,4.0,Thousands
3229,911766.45,7.0,Thousands
3230,9000.0,2.0,Thousands
3231,9986.41,3.0,Thousands
3232,353198.0,5.0,Thousands
3233,923300.0,1.0,Thousands
3234,555409.92,1.0,Thousands
3235,894006.0,1.0,Thousands
3236,52087.9,1.0,Thousands
3237,3779.35,1.0,Thousands
3238,100000.0,2.0,Thousands
3239,40000.0,1.0,Thousands
3240,304300.0,29.0,Thousands
3241,400000.0,3.0,Thousands
3242,900000.0,3.0,Thousands
3243,388499.86,17.0,Thousands
3244,193020.0,2.0,Thousands
3245,273508.92,1.0,Thousands
3246,305000.0,2.0,Thousands
3247,392760.0,2.0,Thousands
3248,503808.82,3.0,Thousands
3249,561180.0,3.0,Thousands
3250,682987.29,2.0,Thousands
3251,700000.0,1.0,Thousands
3252,800000.0,3.0,Thousands
3253,570000.0,5.0,Thousands
3254,900000.0,1.0,Thousands
3255,373180.0,2.0,Thousands
3256,902000.0,6.0,Thousands
3257,45800.0,1.0,Thousands
3258,2746.6,1.0,Thousands
3259,149780.0,1.0,Thousands
3260,149925.0,3.0,Thousands
3261,179885.0,1.0,Thousands
3262,199880.0,1.0,Thousands
3263,256631.0,2.0,Thousands
3264,289800.0,8.0,Thousands
3265,454860.0,5.0,Thousands
3266,489285.0,3.0,Thousands
3267,200000.0,2.0,Thousands
3268,208500.0,3.0,Thousands
3269,220000.0,2.0,Thousands
3270,250000.0,2.0,Thousands
3271,300000.0,1.0,Thousands
3272,320000.0,2.0,Thousands
3273,353073.34,1.0,Thousands
3274,431856.2,3.0,Thousands
3275,438548.0,2.0,Thousands
3276,5000.0,1.0,Thousands
3277,15600.0,1.0,Thousands
3278,239313.61,11.0,Thousands
3279,27905.0,1.0,Thousands
3280,29500.0,1.0,Thousands
3281,37995.17,1.0,Thousands
3282,110000.0,1.0,Thousands
3283,176131.04,4.0,Thousands
3284,10000.0,1.0,Thousands
3285,3000.0,1.0,Thousands
3286,24600.0,1.0,Thousands
3287,18000.0,1.0,Thousands
3288,123761.44,1.0,Thousands
3289,143312.0,2.0,Thousands
3290,447777.2,1.0,Thousands
3291,500000.0,1.0,Thousands
3292,26000.0,1.0,Thousands
3293,1559.31,3.0,Thousands
3294,5086.31,3.0,Thousands
3295,10000.0,1.0,Thousands
3296,10000.0,1.0,Thousands
3297,13973.27,1.0,Thousands
3298,10100.0,1.0,Thousands
3299,14270.0,1.0,Thousands
3300,872000.0,1.0,Thousands
3301,875000.0,4.0,Thousands
3302,800000.0,4.0,Thousands
3303,89676.0,4.0,Thousands
3304,99965.0,1.0,Thousands
3305,124955.0,1.0,Thousands
3306,167450.0,1.0,Thousands
3307,179930.0,2.0,Thousands
3308,195885.0,2.0,Thousands
3309,199965.0,1.0,Thousands
3310,214895.0,3.0,Thousands
3311,605792.86,3.0,Thousands
3312,593707.27,3.0,Thousands
3313,656050.0,2.0,Thousands
3314,595923.16,2.0,Thousands
3315,849353.89,3.0,Thousands
3316,739092.97,1.0,Thousands
3317,300000.0,1.0,Thousands
3318,300000.0,3.0,Thousands
3319,335000.0,1.0,Thousands
3320,350000.0,3.0,Thousands
3321,400000.0,1.0,Thousands
3322,410209.66,2.0,Thousands
3323,600000.0,1.0,Thousands
3324,794990.58,2.0,Thousands
3325,900000.0,4.0,Thousands
3326,712500.0,2.0,Thousands
3327,716763.93,5.0,Thousands
3328,733710.86,3.0,Thousands
3329,778980.0,2.0,Thousands
3330,975965.0,4.0,Thousands
3331,873200.0,10.0,Thousands
3332,941959.0,8.0,Thousands
3333,970485.0,14.0,Thousands
3334,696532.5,1.0,Thousands
3335,628320.0,1.0,Thousands
3336,12000.0,1.0,Thousands
3337,499974.0,1.0,Thousands
3338,38475.0,1.0,Thousands
3339,49987.0,1.0,Thousands
3340,50000.0,1.0,Thousands
3341,345351.0,1.0,Thousands
3342,500000.0,2.0,Thousands
3343,500000.0,1.0,Thousands
3344,524536.33,1.0,Thousands
3345,40000.0,1.0,Thousands
3346,156170.0,3.0,Thousands
3347,200000.0,1.0,Thousands
3348,4075.0,1.0,Thousands
3349,5950.0,2.0,Thousands
3350,7506.21,3.0,Thousands
3351,11157.04,5.0,Thousands
3352,15465.16,3.0,Thousands
3353,17118.43,8.0,Thousands
3354,23070.42,4.0,Thousands
3355,250000.0,1.0,Thousands
3356,150000.0,1.0,Thousands
3357,150000.0,1.0,Thousands
3358,200000.0,1.0,Thousands
3359,150000.0,1.0,Thousands
3360,370950.0,2.0,Thousands
3361,451267.0,2.0,Thousands
