,amount_transactions,number_transactions,breakdown
878,2732949.79,20.0,Millions
879,1861096.0,1.0,Millions
880,2499832.0,1.0,Millions
881,7139955.5,3.0,Millions
882,2083127.25,1.0,Millions
883,9275078.0,8.0,Millions
884,7866140.12,3.0,Millions
885,1562551.0,7.0,Millions
886,1660000.0,2.0,Millions
887,2163331.51,21.0,Millions
888,1839032.0,7.0,Millions
889,2353419.66,10.0,Millions
890,7074070.54,1.0,Millions
891,8703160.46,56.0,Millions
892,4785000.0,3.0,Millions
893,5907961.86,4.0,Millions
894,4094155.24,18.0,Millions
895,3355343.73,9.0,Millions
896,3673345.97,8.0,Millions
897,17000000.0,1.0,Millions
898,19864873.13,2.0,Millions
899,24850000.0,2.0,Millions
900,30000000.0,3.0,Millions
901,17170423.1,42.0,Millions
902,20563979.55,9.0,Millions
903,32003453.33,16.0,Millions
904,43730000.0,39.0,Millions
905,52517744.0,16.0,Millions
906,87522876.11,103.0,Millions
907,350082732.0,174.0,Millions
908,1878000.0,3.0,Millions
909,3578400.0,3.0,Millions
910,10540597.23,6.0,Millions
911,3800000.0,1.0,Millions
912,10000000.0,1.0,Millions
913,3700673.48,2.0,Millions
914,5182956.0,5.0,Millions
915,5997346.0,12.0,Millions
916,7436900.0,1.0,Millions
917,10406188.47,1.0,Millions
918,4500000.0,1.0,Millions
919,2275000.0,8.0,Millions
920,2327427.4,6.0,Millions
921,2354244.26,3.0,Millions
922,2450000.0,1.0,Millions
923,3012000.0,27.0,Millions
924,3286361.43,3.0,Millions
925,20000000.0,3.0,Millions
926,4980454.53,1.0,Millions
927,4882024.5,1.0,Millions
928,3687585.01,7.0,Millions
929,3999980.0,1.0,Millions
930,8108725.87,1.0,Millions
931,5400000.0,2.0,Millions
932,64539919.22,2.0,Millions
933,6600000.0,3.0,Millions
934,22316123.09,4.0,Millions
935,41836966.42,8.0,Millions
936,7279725.0,3.0,Millions
937,7500000.0,1.0,Millions
938,9494000.0,1.0,Millions
939,10000000.0,1.0,Millions
940,12813261.22,1.0,Millions
941,11000000.0,3.0,Millions
942,7000000.0,2.0,Millions
943,39200000.0,2.0,Millions
944,3000000.0,1.0,Millions
945,3266106.99,10.0,Millions
946,2970000.0,3.0,Millions
947,3900000.0,1.0,Millions
948,4029844.28,4.0,Millions
949,1654691.44,2.0,Millions
950,1953249.53,1.0,Millions
951,2334327.39,2.0,Millions
952,2515695.0,1.0,Millions
953,2814385.97,1.0,Millions
954,3975933.96,41.0,Millions
955,2661823.94,7.0,Millions
956,4398096.13,7.0,Millions
957,2172150.0,2.0,Millions
958,16206371.32,20.0,Millions
959,1540400.0,12.0,Millions
960,13376170.0,2.0,Millions
961,1026110.0,11.0,Millions
962,1827215.0,13.0,Millions
963,26928045.16,99.0,Millions
964,1426723.0,13.0,Millions
965,1045000.0,7.0,Millions
966,1243025.0,2.0,Millions
967,1838624.0,2.0,Millions
968,2773000.0,6.0,Millions
969,2804215.72,4.0,Millions
970,1135020.8,16.0,Millions
971,1499693.0,10.0,Millions
972,1031525.0,10.0,Millions
973,3891624.62,91.0,Millions
974,1489472.83,3.0,Millions
975,6900000.0,7.0,Millions
976,15240000.0,15.0,Millions
977,18700000.0,18.0,Millions
978,22500000.0,16.0,Millions
979,11952370.0,90.0,Millions
980,15420400.0,67.0,Millions
981,16120481.0,52.0,Millions
982,1393300.0,4.0,Millions
983,1521094.81,8.0,Millions
984,1601865.39,17.0,Millions
985,1623600.0,4.0,Millions
986,32500000.0,31.0,Millions
987,1089918.0,1.0,Millions
988,1012080.0,5.0,Millions
989,1078126.0,6.0,Millions
990,5557987.0,12.0,Millions
991,1762797.0,5.0,Millions
992,5852134.0,15.0,Millions
993,1353820.0,3.0,Millions
994,1046936.0,2.0,Millions
995,1569990.0,2.0,Millions
996,1539216.18,4.0,Millions
997,6139040.0,23.0,Millions
998,5791055.21,9.0,Millions
999,6500000.0,1.0,Millions
1000,9450000.0,1.0,Millions
1001,3840000.0,1.0,Millions
1002,2602752.03,1.0,Millions
1003,9961865.7,3.0,Millions
1004,3517798.84,1.0,Millions
1005,23660116.85,1.0,Millions
1006,2590000.0,1.0,Millions
1007,2405655.96,19.0,Millions
1008,1002659.75,6.0,Millions
1009,6000000.0,1.0,Millions
1010,6400000.0,1.0,Millions
1011,8000000.0,1.0,Millions
1012,8001000.0,2.0,Millions
1013,9344935.41,1.0,Millions
1014,18018680.0,30.0,Millions
1015,3500000.0,1.0,Millions
1016,8000000.0,1.0,Millions
1017,8000000.0,1.0,Millions
1018,7685000.0,3.0,Millions
1019,15039000.0,5.0,Millions
1020,202500000.0,2.0,Millions
1021,9997480.0,3.0,Millions
1022,11480211.09,2.0,Millions
1023,2191912.93,1.0,Millions
1024,2260000.0,1.0,Millions
1025,6750000.0,3.0,Millions
1026,5290000.0,4.0,Millions
1027,6000000.0,3.0,Millions
1028,6318300.0,2.0,Millions
1029,4562250.0,2.0,Millions
1030,6511205.0,1.0,Millions
1031,8894282.84,1.0,Millions
1032,10878851.66,2.0,Millions
1033,23865029.17,7.0,Millions
1034,25465517.71,7.0,Millions
1035,55355804.72,31.0,Millions
1036,1464239.43,6.0,Millions
1037,1586382.01,7.0,Millions
1038,1391814.73,34.0,Millions
1039,1300000.0,2.0,Millions
1040,3134934.12,55.0,Millions
1041,3254855.38,15.0,Millions
1042,2761523.0,20.0,Millions
1043,5465582.0,11.0,Millions
1044,1080000.0,2.0,Millions
1045,1399934.0,2.0,Millions
1046,1250253.0,3.0,Millions
1047,1467500.0,3.0,Millions
1048,1649757.0,2.0,Millions
1049,1844000.0,11.0,Millions
1050,5160000.0,1.0,Millions
1051,5250000.0,1.0,Millions
1052,8495000.0,4.0,Millions
1053,20000000.0,4.0,Millions
1054,6478000.0,7.0,Millions
1055,2500000.0,3.0,Millions
1056,35000000.0,1.0,Millions
1057,29211844.05,31.0,Millions
1058,22624000.0,1.0,Millions
1059,27202347.0,2.0,Millions
1060,37000000.0,2.0,Millions
1061,28400000.0,5.0,Millions
1062,33006793.32,4.0,Millions
1063,31900000.0,9.0,Millions
1064,54297237.53,174.0,Millions
1065,83950000.0,15.0,Millions
1066,1300000.0,1.0,Millions
1067,1599000.0,8.0,Millions
1068,1875020.0,1.0,Millions
1069,2000000.0,1.0,Millions
1070,2713800.0,8.0,Millions
1071,2793683.76,2.0,Millions
1072,1000000.0,1.0,Millions
1073,1350000.0,1.0,Millions
1074,6200000.0,1.0,Millions
1075,5157150.7,1.0,Millions
1076,1489596.79,1.0,Millions
1077,100000000.0,1.0,Millions
1078,1480000.0,1.0,Millions
1079,23503146.26,2.0,Millions
1080,2037267.76,2.0,Millions
1081,10000000.0,2.0,Millions
1082,1000000.0,1.0,Millions
1083,1100000.0,1.0,Millions
1084,10008596.43,8.0,Millions
1085,41590375.0,1.0,Millions
1086,41589445.0,1.0,Millions
1087,41464205.0,1.0,Millions
1088,41303857.0,1.0,Millions
1089,41233129.0,1.0,Millions
1090,39379326.0,1.0,Millions
1091,41590375.0,1.0,Millions
1092,41589445.0,1.0,Millions
1093,41464205.0,1.0,Millions
1094,41303857.0,1.0,Millions
1095,41233129.0,1.0,Millions
1096,39479326.0,1.0,Millions
1097,1885000.0,3.0,Millions
1098,4750000.0,1.0,Millions
1099,4750000.0,1.0,Millions
1100,1575000.0,2.0,Millions
1101,1636315.72,1.0,Millions
1102,1826454.0,10.0,Millions
1103,1934553.48,5.0,Millions
1104,2452651.86,4.0,Millions
1105,3000000.0,1.0,Millions
1106,2895000.0,1.0,Millions
1107,5037824.59,6.0,Millions
1108,11534000.0,19.0,Millions
1109,2670000.0,1.0,Millions
1110,1759593.09,36.0,Millions
1111,2499949.58,3.0,Millions
1112,1529662.9,2.0,Millions
1113,1488064.71,5.0,Millions
1114,2452871.0,7.0,Millions
1115,1420615.5,11.0,Millions
1116,4552102.28,24.0,Millions
1117,3967550.0,11.0,Millions
1118,2300000.0,2.0,Millions
1119,1482000.0,2.0,Millions
1120,22100000.0,8.0,Millions
1121,1000000.0,1.0,Millions
1122,1000000.0,1.0,Millions
1123,1000000.0,1.0,Millions
1124,1307000.0,4.0,Millions
1125,1100147.0,2.0,Millions
1126,1210000.0,3.0,Millions
1127,1978656.0,9.0,Millions
1128,1213092.16,4.0,Millions
1129,1899800.0,1.0,Millions
1130,16595000.0,6.0,Millions
1131,1606000.0,1.0,Millions
1132,1734000.0,4.0,Millions
1133,1000000.0,1.0,Millions
1134,10680000.0,1.0,Millions
1135,1082667.5,1.0,Millions
1136,2000000.0,1.0,Millions
1137,6000000.0,1.0,Millions
1138,8000000.0,1.0,Millions
1139,3537000.0,1.0,Millions
1140,3484000.9,1.0,Millions
1141,1000000.0,1.0,Millions
1142,3072485.34,1.0,Millions
1143,3000000.0,1.0,Millions
1144,2000000.0,1.0,Millions
1145,4232398.45,2.0,Millions
1146,2000000.0,1.0,Millions
1147,33550000.0,1.0,Millions
1148,19200000.0,1.0,Millions
1149,22000000.0,1.0,Millions
1150,2800000.0,1.0,Millions
1151,4000000.0,1.0,Millions
1152,1114555.0,2.0,Millions
1153,1053570.0,1.0,Millions
1154,1977000.0,7.0,Millions
1155,40550000.0,14.0,Millions
1156,152500000.0,55.0,Millions
1157,20200000.0,2.0,Millions
1158,22300000.0,1.0,Millions
1159,35000000.0,1.0,Millions
1160,35000000.0,3.0,Millions
1161,37500000.0,1.0,Millions
1162,58355911.52,1.0,Millions
1163,89510736.99,3.0,Millions
1164,135386900.0,29.0,Millions
1165,3000000.0,1.0,Millions
1166,1385350.0,13.0,Millions
1167,2853885.91,18.0,Millions
1168,5200000.0,1.0,Millions
1169,1291232.97,6.0,Millions
1170,1410000.0,6.0,Millions
1171,1450054.26,2.0,Millions
1172,1551600.0,5.0,Millions
1173,2069315.07,1.0,Millions
1174,5000000.0,1.0,Millions
1175,5868974.0,32.0,Millions
1176,1922000.0,4.0,Millions
1177,1966770.0,3.0,Millions
1178,5243975.0,5.0,Millions
1179,6763000.0,6.0,Millions
1180,7999910.0,3.0,Millions
1181,8143763.0,2.0,Millions
1182,5398099.73,6.0,Millions
1183,10236000.0,1.0,Millions
1184,30000000.0,1.0,Millions
1185,10758384.12,2.0,Millions
1186,12868949.72,1.0,Millions
1187,14824227.55,1.0,Millions
1188,2096696.78,4.0,Millions
1189,53196356.34,153.0,Millions
1190,3012500.0,9.0,Millions
1191,2051000.0,3.0,Millions
1192,4654674.0,1.0,Millions
1193,5000000.0,7.0,Millions
1194,5627539.16,1.0,Millions
1195,5780000.0,4.0,Millions
1196,2971700.0,5.0,Millions
1197,5178938.33,55.0,Millions
1198,12700000.0,5.0,Millions
1199,3000000.0,1.0,Millions
1200,3805000.0,2.0,Millions
1201,12851000.0,1.0,Millions
1202,2053259.51,2.0,Millions
1203,6200000.0,1.0,Millions
1204,802656006.76,18.0,Millions
1205,40000000.0,1.0,Millions
1206,18710000.0,13.0,Millions
1207,9900000.0,1.0,Millions
1208,3000000.0,1.0,Millions
1209,79224010.62,2.0,Millions
1210,3768119.0,19.0,Millions
1211,4867528.0,31.0,Millions
1212,5920731.0,45.0,Millions
1213,15621671.02,57.0,Millions
1214,1511632.36,3.0,Millions
1215,7100000.0,1.0,Millions
1216,7333581.45,27.0,Millions
1217,2000000.0,1.0,Millions
1218,1347803.02,4.0,Millions
1219,2790140.0,4.0,Millions
1220,21150000.0,18.0,Millions
1221,2600190.0,5.0,Millions
1222,1631000.0,2.0,Millions
1223,1175000.0,8.0,Millions
1224,2025000.0,11.0,Millions
1225,1139000.0,1.0,Millions
1226,5107800.0,3.0,Millions
1227,3250000.0,1.0,Millions
1228,3265000.0,1.0,Millions
1229,3701331.0,1.0,Millions
1230,4530000.0,1.0,Millions
1231,1921360.56,13.0,Millions
1232,6075000.0,12.0,Millions
1233,7200000.0,1.0,Millions
1234,9871069.0,1.0,Millions
1235,1000196.19,18.0,Millions
1236,1360000.0,2.0,Millions
1237,2352000.0,2.0,Millions
1238,2500000.0,3.0,Millions
1239,3100000.0,1.0,Millions
1240,4714000.0,1.0,Millions
1241,3005835.62,2.0,Millions
1242,7500000.0,4.0,Millions
1243,28441517.66,2.0,Millions
1244,31990000.0,7.0,Millions
1245,72000000.0,5.0,Millions
1246,5446480.0,11.0,Millions
1247,10000000.0,1.0,Millions
1248,10000000.0,1.0,Millions
1249,13400000.0,1.0,Millions
1250,25580000.0,1.0,Millions
1251,5309392.06,1.0,Millions
1252,2000000.0,1.0,Millions
1253,2000000.0,1.0,Millions
1254,2257906.0,1.0,Millions
1255,1719961.07,2.0,Millions
1256,3000000.0,1.0,Millions
1257,2000000.0,1.0,Millions
1258,5000000.0,1.0,Millions
1259,6339909.19,2.0,Millions
1260,9000000.0,1.0,Millions
1261,1209010.0,4.0,Millions
1262,2012607.11,8.0,Millions
1263,3200000.0,9.0,Millions
1264,4330000.0,1.0,Millions
1265,5810000.0,16.0,Millions
1266,10000000.0,7.0,Millions
1267,10212000.0,4.0,Millions
1268,11135803.91,3.0,Millions
1269,14573939.38,8.0,Millions
1270,1889748.0,2.0,Millions
1271,4340000.0,16.0,Millions
1272,3740000.0,16.0,Millions
1273,1626373.6,9.0,Millions
1274,1842383.71,14.0,Millions
1275,2444710.0,12.0,Millions
1276,11214476.33,16.0,Millions
1277,4435986.77,6.0,Millions
1278,5595578.91,23.0,Millions
1279,3000000.0,1.0,Millions
1280,3673730.13,3.0,Millions
1281,3724596.0,2.0,Millions
1282,3999949.0,3.0,Millions
1283,6441717.79,1.0,Millions
1284,4599995.0,1.0,Millions
1285,5119970.0,2.0,Millions
1286,4000000.0,1.0,Millions
1287,6292072.6,1.0,Millions
1288,13375463.0,1.0,Millions
1289,3806000.0,1.0,Millions
1290,1720000.0,1.0,Millions
1291,1000000.0,1.0,Millions
1292,2986089.7,2.0,Millions
1293,4842196.55,1.0,Millions
1294,6335198.47,5.0,Millions
1295,7999910.0,3.0,Millions
1296,8343000.0,1.0,Millions
1297,12416457.21,3.0,Millions
1298,23325000.0,6.0,Millions
1299,2903984.37,14.0,Millions
1300,1008679.02,5.0,Millions
1301,3104244.06,1.0,Millions
1302,4170986.59,3.0,Millions
1303,2844800.61,2.0,Millions
1304,8027004.0,8.0,Millions
1305,2999969.61,2.0,Millions
1306,1540000.0,5.0,Millions
1307,3182309.27,6.0,Millions
1308,2522969.47,15.0,Millions
1309,2400000.0,1.0,Millions
1310,2249633.0,13.0,Millions
1311,2818200.0,2.0,Millions
1312,1435900.0,2.0,Millions
1313,11000000.0,1.0,Millions
1314,3928000.0,1.0,Millions
1315,5910000.0,1.0,Millions
1316,5792000.0,1.0,Millions
1317,102000000.0,1.0,Millions
1318,14000000.0,1.0,Millions
1319,7000000.0,1.0,Millions
1320,3000000.0,1.0,Millions
1321,9966458.57,6.0,Millions
1322,8651430.0,7.0,Millions
1323,10500000.0,1.0,Millions
1324,4500000.0,1.0,Millions
1325,3700000.0,1.0,Millions
1326,2839750.0,1.0,Millions
1327,2203411.64,1.0,Millions
1328,2180150.0,1.0,Millions
1329,116720605.84,1.0,Millions
1330,14000000.0,1.0,Millions
1331,20000000.0,1.0,Millions
1332,13000000.0,1.0,Millions
1333,26023352.12,3.0,Millions
1334,1557100.0,1.0,Millions
1335,1557100.0,1.0,Millions
1336,31317390.77,1.0,Millions
1337,52235911.06,1.0,Millions
1338,52345693.4,1.0,Millions
1339,100005000.0,1.0,Millions
1340,100873093.89,3.0,Millions
1341,2060373.33,2.0,Millions
1342,1800000.0,1.0,Millions
1343,1500000.0,1.0,Millions
1344,2416667.0,1.0,Millions
1345,2999718.2,1.0,Millions
1346,5000000.0,1.0,Millions
1347,33067731.0,1.0,Millions
1348,1506671.09,4.0,Millions
1349,1113805.0,4.0,Millions
1350,1882776.41,5.0,Millions
1351,1988000.0,1.0,Millions
1352,2388720.0,3.0,Millions
1353,2887009.14,3.0,Millions
1354,4836653.0,8.0,Millions
1355,56450000.0,3.0,Millions
1356,6000000.0,2.0,Millions
1357,5480000.0,2.0,Millions
1358,57561676.5,2.0,Millions
1359,26606557.38,1.0,Millions
1360,28000000.0,1.0,Millions
1361,10100000.0,1.0,Millions
1362,7120000.0,2.0,Millions
1363,40000000.0,1.0,Millions
1364,11500000.0,2.0,Millions
1365,1025337.0,2.0,Millions
1366,1184000.0,6.0,Millions
1367,1250867.67,7.0,Millions
1368,1303000.0,9.0,Millions
1369,1386488.0,2.0,Millions
1370,3792410.0,13.0,Millions
1371,1500000.0,1.0,Millions
1372,1600000.0,1.0,Millions
1373,1837683.28,2.0,Millions
1374,2000000.0,2.0,Millions
1375,4254228.7,8.0,Millions
1376,1177799.25,3.0,Millions
1377,7993840.0,4.0,Millions
1378,1990000.0,8.0,Millions
1379,2474410.07,25.0,Millions
1380,1847848.79,23.0,Millions
1381,2170000.0,1.0,Millions
1382,3033041.1,2.0,Millions
1383,16500000.0,4.0,Millions
1384,16965000.0,3.0,Millions
1385,47619803.0,8.0,Millions
1386,7010500.0,1.0,Millions
1387,131175000.0,1.0,Millions
1388,2000000.0,1.0,Millions
1389,1460410.95,1.0,Millions
1390,75000000.0,1.0,Millions
1391,1275000.0,1.0,Millions
1392,55725000.0,1.0,Millions
1393,3600000.0,1.0,Millions
1394,40000000.0,1.0,Millions
1395,11440000.0,1.0,Millions
1396,21500000.0,1.0,Millions
1397,28992273.98,1.0,Millions
1398,2630000.0,1.0,Millions
1399,2000000.0,1.0,Millions
1400,1300000.0,1.0,Millions
1401,1432830.0,1.0,Millions
1402,2862100.0,1.0,Millions
1403,1158000.0,1.0,Millions
1404,2687500.0,1.0,Millions
1405,1131000.0,1.0,Millions
1406,2937500.0,1.0,Millions
1407,10814005.0,1.0,Millions
1408,2927500.0,1.0,Millions
1409,4153248.0,1.0,Millions
1410,1800000.0,1.0,Millions
1411,1802300.2,1.0,Millions
1412,1148560.0,8.0,Millions
1413,1170000.0,9.0,Millions
1414,1396500.0,7.0,Millions
1415,1516063.47,8.0,Millions
1416,2307208.47,12.0,Millions
1417,5567000.05,25.0,Millions
1418,22322429.91,44.0,Millions
1419,1802235.0,2.0,Millions
1420,2372052.0,1.0,Millions
1421,4473076.0,2.0,Millions
1422,6460253.0,2.0,Millions
1423,6173890.0,1.0,Millions
1424,10000000.0,1.0,Millions
1425,16697430.0,2.0,Millions
1426,15345696.67,1.0,Millions
1427,80000000.0,1.0,Millions
1428,33287637.5,31.0,Millions
1429,5000000.0,1.0,Millions
1430,34500000.0,5.0,Millions
1431,9310000.0,10.0,Millions
1432,14991886.27,26.0,Millions
1433,29162517.4,28.0,Millions
1434,22590000.0,23.0,Millions
1435,1450000.0,5.0,Millions
1436,1699126.0,7.0,Millions
1437,3036191.82,2.0,Millions
1438,5136157.0,4.0,Millions
1439,4999995.0,2.0,Millions
1440,1739997.5,14.0,Millions
1441,64017260.0,4.0,Millions
1442,30000000.0,1.0,Millions
1443,27222500.0,5.0,Millions
1444,1000000.0,1.0,Millions
1445,1375630.0,4.0,Millions
1446,1500000.0,4.0,Millions
1447,1955000.0,1.0,Millions
1448,3000000.0,7.0,Millions
1449,3590000.0,3.0,Millions
1450,4000000.0,1.0,Millions
1451,5973482.1,3.0,Millions
1452,1069672.13,1.0,Millions
1453,1143442.62,1.0,Millions
1454,1023287.68,1.0,Millions
1455,2337500.0,1.0,Millions
1456,1250000.0,1.0,Millions
1457,1200000.0,1.0,Millions
1458,1946923.62,1.0,Millions
1459,6900000.0,4.0,Millions
1460,18681948.42,71.0,Millions
1461,6225259.0,11.0,Millions
1462,17000000.0,3.0,Millions
1463,90728502.77,1.0,Millions
1464,11400000.0,1.0,Millions
1465,10890000.0,1.0,Millions
1466,2500000.0,1.0,Millions
1467,1000000.0,1.0,Millions
1468,3000000.0,1.0,Millions
1469,8385000.0,3.0,Millions
1470,9000000.0,1.0,Millions
1471,225000000.0,10.0,Millions
1472,1193000.0,3.0,Millions
1473,7896772.43,35.0,Millions
1474,2269550.0,10.0,Millions
1475,55797598.0,9.0,Millions
1476,48443923.0,7.0,Millions
1477,5297391.0,13.0,Millions
1478,2000000.0,1.0,Millions
1479,1175000.0,1.0,Millions
1480,1000035.0,1.0,Millions
1481,2023031.18,1.0,Millions
1482,40000000.0,2.0,Millions
1483,24191333.76,1.0,Millions
1484,6000000.0,3.0,Millions
1485,3000000.0,1.0,Millions
1486,1700000.0,1.0,Millions
1487,4725100.63,1.0,Millions
1488,1799302.82,1.0,Millions
1489,2204000.0,1.0,Millions
1490,10000000.0,1.0,Millions
1491,11000000.0,1.0,Millions
1492,1471300.0,1.0,Millions
1493,3842610.0,1.0,Millions
1494,2191420.0,1.0,Millions
1495,1236240.0,1.0,Millions
1496,1892620.0,1.0,Millions
1497,2472030.0,1.0,Millions
1498,1141230.0,1.0,Millions
1499,28000000.0,1.0,Millions
1500,1105000.0,1.0,Millions
1501,2510840.0,1.0,Millions
1502,3490000.0,1.0,Millions
1503,4000000.0,1.0,Millions
1504,8000000.0,1.0,Millions
1505,6500000.0,1.0,Millions
1506,2000000.0,1.0,Millions
1507,1294110.0,1.0,Millions
1508,145833415.0,1.0,Millions
1509,6546674.05,1.0,Millions
1510,16150000.0,3.0,Millions
1511,9000000.0,2.0,Millions
1512,110000000.0,1.0,Millions
1513,12500000.0,1.0,Millions
1514,100059000.0,4.0,Millions
1515,15000000.0,2.0,Millions
1516,30000000.0,3.0,Millions
1517,50000000.0,1.0,Millions
1518,10000000.0,1.0,Millions
1519,140000000.0,1.0,Millions
1520,20000000.0,1.0,Millions
1521,11163757.0,2.0,Millions
1522,270000000.0,2.0,Millions
1523,266479000.0,4.0,Millions
1524,16960000.0,2.0,Millions
1525,303896900.0,5.0,Millions
1526,6478770.0,20.0,Millions
1527,65294143.67,1.0,Millions
1528,3000000.0,1.0,Millions
1529,1179085.19,1.0,Millions
1530,35000000.0,1.0,Millions
1531,10000000.0,1.0,Millions
1532,1856665.31,1.0,Millions
1533,1143334.69,1.0,Millions
1534,2000000.0,1.0,Millions
1535,1786138.18,1.0,Millions
1536,1786138.18,1.0,Millions
1537,1716093.54,1.0,Millions
1538,4341823.0,81.0,Millions
1539,100000000.0,1.0,Millions
1540,300000000.0,1.0,Millions
1541,48763661.2,1.0,Millions
1542,52448277.35,1.0,Millions
1543,6371505.53,1.0,Millions
1544,137900000.0,1.0,Millions
1545,76288169.0,5.0,Millions
1546,7150000.0,1.0,Millions
1547,2850000.0,1.0,Millions
1548,1880564.07,3.0,Millions
1549,1300000.0,1.0,Millions
1550,1307643.85,2.0,Millions
1551,1812263.4,8.0,Millions
1552,2999584.19,1.0,Millions
1553,3000000.0,1.0,Millions
1554,4000000.0,1.0,Millions
1555,5177570.0,13.0,Millions
1556,15900000.0,1.0,Millions
1557,1201000.0,3.0,Millions
1558,1344901.0,3.0,Millions
1559,4450000.0,1.0,Millions
1560,10000000.0,2.0,Millions
1561,2762000.0,3.0,Millions
1562,3460000.0,3.0,Millions
1563,5000000.0,1.0,Millions
1564,7328800.0,20.0,Millions
1565,7447499.15,12.0,Millions
1566,7890000.0,5.0,Millions
1567,8514315.76,1.0,Millions
1568,1000000.0,1.0,Millions
1569,1080000.0,2.0,Millions
1570,1370000.0,2.0,Millions
1571,1584880.0,2.0,Millions
1572,2000000.0,1.0,Millions
1573,2593696.0,3.0,Millions
1574,5100000.0,6.0,Millions
1575,4820000.0,7.0,Millions
1576,9206000.0,7.0,Millions
1577,1080000.0,1.0,Millions
1578,2530000.0,4.0,Millions
1579,4000000.0,1.0,Millions
1580,5000000.0,1.0,Millions
1581,6275000.0,1.0,Millions
1582,6038390.0,1.0,Millions
1583,8410500.0,1.0,Millions
1584,1778304.0,4.0,Millions
1585,1750000.0,2.0,Millions
1586,5950000.0,2.0,Millions
1587,13730000.0,11.0,Millions
1588,1406020.0,8.0,Millions
1589,2000000.0,2.0,Millions
1590,2286437.26,4.0,Millions
1591,1000000.0,1.0,Millions
1592,1600000.0,2.0,Millions
1593,4231649.52,18.0,Millions
1594,2491671.4,5.0,Millions
1595,1660000.0,12.0,Millions
1596,7250000.0,23.0,Millions
1597,3717370.0,30.0,Millions
1598,1300000.0,3.0,Millions
1599,5550000.0,20.0,Millions
1600,1371700.0,2.0,Millions
1601,3000000.0,1.0,Millions
1602,1048277.31,9.0,Millions
1603,1064072.5,5.0,Millions
1604,2500000.0,1.0,Millions
1605,2939517.4,5.0,Millions
1606,3000000.0,1.0,Millions
1607,3500000.0,1.0,Millions
1608,27700795.86,1.0,Millions
1609,3298750.0,5.0,Millions
1610,1514218.43,8.0,Millions
1611,5496006.0,30.0,Millions
1612,4060000.0,1.0,Millions
1613,3291540.27,1.0,Millions
1614,1700000.0,1.0,Millions
1615,1143442.62,1.0,Millions
1616,14499700.0,1.0,Millions
1617,2362021.86,1.0,Millions
1618,1000000.0,1.0,Millions
1619,1040000.0,1.0,Millions
1620,1787547.7,8.0,Millions
1621,2239286.74,4.0,Millions
1622,7185378.27,1.0,Millions
1623,11669645.04,3.0,Millions
1624,41450000.0,7.0,Millions
1625,1700000.0,2.0,Millions
1626,1723991.78,1.0,Millions
1627,3870000.0,7.0,Millions
1628,2570000.0,3.0,Millions
1629,8310000.0,4.0,Millions
1630,4734683.0,7.0,Millions
1631,462351029.67,23.0,Millions
1632,1193250.0,36.0,Millions
1633,1000400.0,2.0,Millions
1634,1435000.0,4.0,Millions
1635,1738977.46,25.0,Millions
1636,2000000.0,1.0,Millions
1637,2090100.0,1.0,Millions
1638,3054383.56,3.0,Millions
1639,3379600.0,1.0,Millions
1640,5670000.0,11.0,Millions
1641,6500000.0,1.0,Millions
1642,6162913.0,3.0,Millions
1643,18000000.0,3.0,Millions
1644,24359120.0,36.0,Millions
1645,60000000.0,1.0,Millions
1646,1144000.0,2.0,Millions
1647,1392000.0,3.0,Millions
1648,1534101.04,4.0,Millions
1649,2182567.5,13.0,Millions
1650,2405000.0,2.0,Millions
1651,2953675.0,1.0,Millions
1652,2953675.0,1.0,Millions
1653,6219903.14,6.0,Millions
1654,13368899.37,13.0,Millions
1655,1038700.0,1.0,Millions
1656,2595000.0,1.0,Millions
1657,2040000.0,1.0,Millions
1658,1100000.0,1.0,Millions
1659,1800000.0,1.0,Millions
1660,1200000.0,1.0,Millions
1661,1342000.0,1.0,Millions
1662,1456000.0,1.0,Millions
1663,3262000.0,3.0,Millions
1664,1000000.0,1.0,Millions
1665,1500000.0,1.0,Millions
1666,1645000.0,1.0,Millions
1667,1023291.67,1.0,Millions
1668,2573906.25,1.0,Millions
1669,7639980.01,1.0,Millions
1670,1100000.0,1.0,Millions
1671,1400000.0,1.0,Millions
1672,1500000.0,1.0,Millions
1673,2087430.0,14.0,Millions
1674,8856618.72,9.0,Millions
1675,5150435.0,1.0,Millions
1676,2200000.0,1.0,Millions
1677,1075000.0,1.0,Millions
1678,1148385.0,23.0,Millions
1679,2000000.0,1.0,Millions
1680,2023484.85,6.0,Millions
1681,2457541.38,1.0,Millions
1682,2558000.0,2.0,Millions
1683,2569815.41,6.0,Millions
1684,3000000.0,1.0,Millions
1685,10041000.0,7.0,Millions
1686,2500000.0,1.0,Millions
1687,34600000.0,22.0,Millions
1688,110000000.0,6.0,Millions
1689,202127645.66,2.0,Millions
1690,5000000.0,1.0,Millions
1691,5000000.0,1.0,Millions
1692,3096000.0,1.0,Millions
1693,2942230.0,9.0,Millions
1694,9807400.0,27.0,Millions
1695,8939800.0,14.0,Millions
1696,43153544.15,41.0,Millions
1697,1021512.0,1.0,Millions
1698,1265473.3,4.0,Millions
1699,4880673.35,2.0,Millions
1700,4950000.0,1.0,Millions
1701,6225000.0,16.0,Millions
1702,6500000.0,5.0,Millions
1703,20000000.0,1.0,Millions
1704,15760000.0,8.0,Millions
1705,21850000.0,9.0,Millions
1706,8455000.0,1.0,Millions
